0,1,2,3
527,532,510,515
527,510,528,515
527,510,512,447
527,510,512,515
527,510,511,530
527,528,512,511
527,528,512,530
527,512,515,511
452,465,457,484
452,465,451,455
452,474,486,457
452,474,451,455
452,499,462,455
452,457,451,462
533,512,447,530
465,485,486,494
465,485,455,453
474,451,482,480
474,455,494,456
532,510,512,515
532,528,447,515
485,499,455,498
485,454,455,501
485,454,455,484
485,486,462,455
485,490,501,522
485,458,451,525
510,528,512,511
510,528,515,530
510,447,534,531
499,486,458,522
499,457,458,494
499,490,462,455
486,490,458,462
486,458,451,535
486,451,497,470
528,515,511,536
528,515,511,537
457,455,522,498
457,501,484,456
512,447,515,511
458,494,456,453
455,501,497,484
501,484,480,470
534,538,539,530
534,538,539,540
534,538,539,541
534,538,530,542
534,538,543,544
534,538,545,541
534,539,543,541
534,539,546,531
534,539,546,544
534,539,546,547
534,539,548,541
534,530,545,546
534,530,546,549
534,530,546,537
534,530,544,537
534,530,549,547
534,530,537,541
534,543,536,548
534,543,536,541
534,543,546,531
534,543,549,547
534,536,546,544
534,536,546,542
534,536,546,537
534,536,549,541
534,536,547,548
534,545,546,547
534,545,546,537
534,545,549,537
534,545,541,550
534,546,541,550
534,531,548,550
517,483,497,484
517,522,502,453
538,539,536,540
538,539,536,542
538,539,544,547
538,530,536,549
538,530,549,541
538,543,536,546
538,543,549,550
538,536,546,550
538,536,547,537
538,536,547,550
538,536,537,541
538,536,537,550
538,545,537,550
539,530,536,546
539,530,545,549
539,530,544,540
539,530,549,547
539,530,549,537
539,530,542,541
539,551,536,531
539,551,544,542
539,543,536,547
539,543,536,550
539,543,544,537
539,536,540,541
539,545,549,540
539,545,549,548
539,546,549,547
539,546,547,537
539,546,540,542
539,544,537,550
539,549,547,550
539,549,540,542
497,484,524,470
497,484,456,498
497,480,525,502
530,543,536,549
530,543,546,537
530,543,549,541
530,543,542,537
530,536,547,540
530,545,546,542
530,545,540,548
530,546,531,549
530,546,544,550
530,546,540,550
530,531,544,548
530,549,547,537
530,549,547,550
530,549,542,541
530,547,537,550
530,540,548,550
522,480,524,525
551,543,545,547
551,536,546,531
551,536,546,547
551,546,549,537
543,536,546,544
543,536,546,547
543,536,546,537
543,536,544,547
543,536,544,540
543,536,549,541
543,536,549,550
543,545,546,544
543,545,546,537
543,545,542,550
543,546,549,537
543,546,549,541
543,546,547,550
543,531,547,541
543,549,537,550
543,547,548,542
536,545,549,537
536,531,549,548
536,547,540,542
536,547,541,550
536,542,537,541
545,542,537,550
546,544,549,548
546,544,542,541
546,549,547,537
546,549,542,550
546,547,537,541
546,542,537,541
531,549,540,537
531,547,548,537
531,540,548,537
531,540,537,550
456,502,453,470
549,547,537,550
547,540,541,550
552,99,34,553
23,57,35,554
68,69,127,555
68,70,74,556
68,70,122,557
68,70,83,558
105,18,50,559
44,110,56,560
24,61,65,153
24,38,29,561
24,32,56,562
45,6,34,562
138,54,47,563
53,47,65,564
53,62,56,565
53,20,5,562
53,57,135,566
53,29,46,567
70,127,81,568
70,12,81,569
54,6,33,570
54,67,49,571
54,46,33,572
110,28,5,573
110,34,30,574
110,32,56,575
110,139,60,571
47,37,130,148
47,125,13,162
27,135,56,576
61,57,34,109
61,57,36,577
61,46,15,578
62,28,29,579
20,50,13,580
57,143,130,581
57,29,36,582
57,33,65,583
6,130,67,584
6,29,56,585
74,83,79,586
135,56,50,587
38,29,31,584
38,33,56,588
83,589,85,590
29,67,46,591
35,36,56,592
85,72,76,593
186,189,197,594
269,288,272,595
270,356,299,596
271,356,284,331
307,327,303,390
278,323,282,393
278,276,299,432
283,311,409,597
288,272,282,400
288,293,295,419
444,485,486,598
445,491,485,599
459,507,463,600
446,460,461,601
460,509,514,495
448,478,469,513
293,299,337,602
466,472,458,603
237,231,252,518
198,216,192,604
200,187,232,217
204,211,232,212
231,201,233,212
206,233,232,234
190,196,235,605
468,495,455,606
471,523,526,607
520,479,494,453
495,481,458,447
481,458,455,525
472,452,474,608
215,212,199,609
452,482,501,456
