event_id,time,location_id,group_id
qzjgpyrcblb,2013-01-08 14:00:00,1348252,1687502
qzjgpyrcbmb,2013-01-09 14:00:00,1348252,1687502
98207022,2013-01-09 21:00:00,5083372,1690289
95710692,2013-01-09 23:30:00,8406122,1684506
cglfpyrcbnb,2013-01-10 15:00:00,1532922,1687228
qzjgpyrcbrb,2013-01-13 14:00:00,1348252,1687502
qzjgpyrcbtb,2013-01-15 14:00:00,1348252,1687502
qzjgpyrcbvb,2013-01-16 14:00:00,1348252,1687502
qzjgpyrcbbc,2013-01-20 14:00:00,1348252,1687502
blqsqyrcbbc,2013-01-20 16:00:00,441984,1687517
qzjgpyrcbdc,2013-01-22 14:00:00,1348252,1687502
qzjgpyrcbfc,2013-01-23 14:00:00,1348252,1687502
dtzhrcyrcbjc,2013-01-27 00:00:00,810579,1687517
qzjgpyrcbkc,2013-01-27 14:00:00,1348252,1687502
qzjgpyrcbmc,2013-01-29 14:00:00,1348252,1687502
100906022,2013-01-30 01:15:00,1825491,1680450
qzjgpyrcbnc,2013-01-30 14:00:00,1348252,1687502
99672122,2013-02-01 00:00:00,8015582,1686920
qzjgpyrdbfb,2013-02-03 14:00:00,1348252,1687502
blqsqyrdbfb,2013-02-03 16:00:00,441984,1687517
qzjgpyrdbhb,2013-02-05 14:00:00,1348252,1687502
qzjgpyrdbjb,2013-02-06 14:00:00,1348252,1687502
100297582,2013-02-09 18:00:00,1544821,1686920
ckvqryrdbnb,2013-02-10 10:00:00,1348252,1687502
qzjgpyrdbnb,2013-02-10 14:00:00,1348252,1687502
qzjgpyrdbqb,2013-02-12 14:00:00,1348252,1687502
qzjgpyrdbrb,2013-02-13 14:00:00,1348252,1687502
qzjgpyrdbkc,2013-02-27 14:00:00,1348252,1687502
qzjgpyrdbwb,2013-02-17 14:00:00,1348252,1687502
blqsqyrdbwb,2013-02-17 16:00:00,441984,1687517
qzjgpyrdbzb,2013-02-19 14:00:00,1348252,1687502
qzjgpyrdbbc,2013-02-20 14:00:00,1348252,1687502
qzjgpyrfbfb,2013-03-03 14:00:00,1348252,1687502
dtzhrcyrdbfc,2013-02-24 00:00:00,810579,1687517
qzjgpyrdbgc,2013-02-24 14:00:00,1348252,1687502
qzjgpyrdbjc,2013-02-26 14:00:00,1348252,1687502
blqsqyrfbfb,2013-03-03 16:00:00,441984,1687517
qzjgpyrfbhb,2013-03-05 14:00:00,1348252,1687502
qzjgpyrfbjb,2013-03-06 14:00:00,1348252,1687502
lqmfpyrfbmb,2013-03-09 12:00:00,1348252,1687502
106584142,2013-03-09 14:00:00,1348252,1687502
106685582,2013-03-09 14:00:00,1348252,1687502
107838412,2013-03-10 00:00:00,856858,1687517
qzjgpyrfbnb,2013-03-10 13:00:00,1348252,1687502
qzjgpyrfbqb,2013-03-12 13:00:00,1348252,1687502
qzjgpyrfbrb,2013-03-13 13:00:00,1348252,1687502
cglfpyrfbsb,2013-03-14 14:15:00,1532922,1687228
qzjgpyrfbwb,2013-03-17 13:00:00,1348252,1687502
qzjgpyrfbzb,2013-03-19 13:00:00,1348252,1687502
qzjgpyrfbbc,2013-03-20 13:00:00,1348252,1687502
dhzfpfyrfbfc,2013-03-23 12:00:00,1348252,1687502
107041512,2013-03-24 01:00:00,1204132,1686920
dhzfpfyrfbgc,2013-03-24 12:00:00,1348252,1687502
qzjgpyrfbgc,2013-03-24 13:00:00,1348252,1687502
dfbwmfyrfbgc,2013-03-24 15:00:00,441984,1687517
qzjgpyrfbjc,2013-03-26 13:00:00,1348252,1687502
qzjgpyrfbkc,2013-03-27 13:00:00,1348252,1687502
108871722,2013-03-28 23:00:00,12218912,1686920
108722112,2013-03-30 13:15:00,1348252,1687502
dtzhrcyrfbfc,2013-03-30 23:00:00,846532,1687517
qzjgpyrfbpc,2013-03-31 13:00:00,1348252,1687502
111775022,2013-03-31 17:00:00,1614170,1687517
qzjgpyrgbdb,2013-04-02 13:00:00,1348252,1687502
qzjgpyrgbfb,2013-04-03 13:00:00,1348252,1687502
111595242,2013-04-05 00:15:00,1825491,1680450
dhzfpfyrhbhb,2013-05-05 12:00:00,1348252,1687502
qzjgpyrgbkb,2013-04-07 13:00:00,1348252,1687502
dfbwmfyrgbkb,2013-04-07 15:00:00,727786,1687517
qzjgpyrgbmb,2013-04-09 13:00:00,1348252,1687502
qzjgpyrgbnb,2013-04-10 13:00:00,1348252,1687502
cglfpyrgbpb,2013-04-11 14:15:00,1532922,1687228
112234742,2013-04-13 01:00:00,1361493,1686920
dhzfpfyrgbrb,2013-04-13 12:00:00,1348252,1687502
112234752,2013-04-14 01:00:00,1361493,1686920
ckvqryrgbsb,2013-04-14 09:00:00,1348252,1687502
dhzfpfyrgbsb,2013-04-14 12:00:00,1348252,1687502
dccksfyrhbhb,2013-05-05 13:00:00,1348252,1687502
qzjgpyrgbsb,2013-04-14 13:00:00,1348252,1687502
qzjgpyrgbvb,2013-04-16 13:00:00,1348252,1687502
qzjgpyrgbwb,2013-04-17 13:00:00,1348252,1687502
dccksfyrgbbc,2013-04-20 13:00:00,1348252,1687502
dccksfyrgbcc,2013-04-21 13:00:00,1348252,1687502
qzjgpyrgbcc,2013-04-21 13:00:00,1348252,1687502
dfbwmfyrgbcc,2013-04-21 15:00:00,727786,1687517
qzjgpyrgbfc,2013-04-23 13:00:00,1348252,1687502
qzjgpyrgbgc,2013-04-24 13:00:00,1348252,1687502
qzjgpyrhbhb,2013-05-05 13:00:00,1348252,1687502
113543382,2013-04-25 23:00:00,1307606,1686920
dccksfyrgbkc,2013-04-27 13:00:00,1348252,1687502
dpglrfyrgbkc,2013-04-27 23:30:00,846532,1687517
dccksfyrgblc,2013-04-28 13:00:00,1348252,1687502
qzjgpyrgblc,2013-04-28 13:00:00,1348252,1687502
dfbwmfyrhbhb,2013-05-05 15:00:00,727786,1687517
qzjgpyrgbnc,2013-04-30 13:00:00,1348252,1687502
qzjgpyrhbcb,2013-05-01 13:00:00,1348252,1687502
dhzfpfyrhbgb,2013-05-04 12:00:00,1348252,1687502
dccksfyrhbgb,2013-05-04 13:00:00,1348252,1687502
qzjgpyrhbkb,2013-05-07 13:00:00,1348252,1687502
qzjgpyrhblb,2013-05-08 13:00:00,1348252,1687502
cglfpyrhbmb,2013-05-09 14:00:00,12920232,1687228
dccksfyrhbqb,2013-05-12 13:00:00,1348252,1687502
qzjgpyrhbqb,2013-05-12 13:00:00,1348252,1687502
112933212,2013-05-13 04:00:00,13376942,1680450
qzjgpyrhbsb,2013-05-14 13:00:00,1348252,1687502
qzjgpyrhbtb,2013-05-15 13:00:00,1348252,1687502
dhzfpfyrhbhc,2013-05-25 12:00:00,1348252,1687502
dccksfyrhbhc,2013-05-25 13:00:00,1348252,1687502
dccksfyrhbxb,2013-05-18 13:00:00,1348252,1687502
qzjgpyrhbzb,2013-05-19 13:00:00,1348252,1687502
dccksfyrhbzb,2013-05-19 13:00:00,1348252,1687502
dfbwmfyrhbzb,2013-05-19 15:00:00,1203070,1687517
qzjgpyrhbcc,2013-05-21 13:00:00,1348252,1687502
qzjgpyrhbdc,2013-05-22 13:00:00,1348252,1687502
dpglrfyrhbhc,2013-05-25 23:00:00,846532,1687517
dhzfpfyrhbjc,2013-05-26 12:00:00,1348252,1687502
qzjgpyrhbjc,2013-05-26 13:00:00,1348252,1687502
dccksfyrhbjc,2013-05-26 13:00:00,1348252,1687502
qzjgpyrhblc,2013-05-28 13:00:00,1348252,1687502
qzjgpyrhbmc,2013-05-29 13:00:00,1348252,1687502
qhlnbgyrjbcb,2013-06-01 11:00:00,1348252,1687502
qnmnbgyrjbcb,2013-06-01 12:00:00,1348252,1687502
dccksfyrjbcb,2013-06-01 13:00:00,1348252,1687502
qhlnbgyrjbdb,2013-06-02 11:00:00,1348252,1687502
qnmnbgyrjbdb,2013-06-02 12:00:00,1348252,1687502
qzjgpyrjbdb,2013-06-02 13:00:00,1348252,1687502
dccksfyrjbdb,2013-06-02 13:00:00,1348252,1687502
qwzgwfyrjbdb,2013-06-02 15:00:00,1203070,1687517
dccksfyrjblb,2013-06-08 13:00:00,1348252,1687502
qzjgpyrjbgb,2013-06-04 13:00:00,1348252,1687502
qzjgpyrjbhb,2013-06-05 13:00:00,1348252,1687502
dvghcgyrjblb,2013-06-08 10:30:00,1348252,1687502
qhlnbgyrjblb,2013-06-08 11:00:00,1348252,1687502
qnmnbgyrjblb,2013-06-08 12:00:00,1348252,1687502
ckvqryrjbmb,2013-06-09 09:00:00,1348252,1687502
dvghcgyrjbmb,2013-06-09 10:30:00,1348252,1687502
qhlnbgyrjbmb,2013-06-09 11:00:00,1348252,1687502
qnmnbgyrjbmb,2013-06-09 12:00:00,1348252,1687502
qzjgpyrjbmb,2013-06-09 13:00:00,1348252,1687502
dccksfyrjbmb,2013-06-09 13:00:00,1348252,1687502
qnmnbgyrjbvb,2013-06-16 12:00:00,1348252,1687502
qzjgpyrjbpb,2013-06-11 13:00:00,1348252,1687502
qzjgpyrjbqb,2013-06-12 13:00:00,1348252,1687502
cglfpyrjbrb,2013-06-13 14:15:00,1213592,1687228
dvhnbgyrjbtb,2013-06-15 10:00:00,1348252,1687502
dvghcgyrjbtb,2013-06-15 10:30:00,1348252,1687502
qxjcdgyrjbvb,2013-06-16 12:00:00,1348252,1687502
dfxkcgyrkbjb,2013-07-06 11:00:00,1348252,1687502
qhlnbgyrjbtb,2013-06-15 11:00:00,1348252,1687502
qnmnbgyrjbtb,2013-06-15 12:00:00,1348252,1687502
dhzfpfyrjbtb,2013-06-15 12:00:00,1348252,1687502
qxjcdgyrjbtb,2013-06-15 12:00:00,1348252,1687502
dccksfyrjbtb,2013-06-15 13:00:00,1348252,1687502
dvhnbgyrjbvb,2013-06-16 10:00:00,1348252,1687502
dvghcgyrjbvb,2013-06-16 10:30:00,1348252,1687502
qhlnbgyrjbvb,2013-06-16 11:00:00,1348252,1687502
dhzfpfyrjbvb,2013-06-16 12:00:00,1348252,1687502
dccksfyrjbvb,2013-06-16 13:00:00,1348252,1687502
qzjgpyrjbvb,2013-06-16 13:00:00,1348252,1687502
qwzgwfyrjbvb,2013-06-16 15:00:00,1203070,1687517
qzjgpyrjbxb,2013-06-18 13:00:00,1348252,1687502
qzjgpyrjbzb,2013-06-19 13:00:00,1348252,1687502
dvghcgyrjbdc,2013-06-22 10:30:00,1348252,1687502
qgknbgyrjbdc,2013-06-22 11:00:00,1348252,1687502
qhlnbgyrjbdc,2013-06-22 11:00:00,1348252,1687502
qnmnbgyrjbdc,2013-06-22 12:00:00,1348252,1687502
qxjcdgyrjbdc,2013-06-22 12:00:00,1348252,1687502
dccksfyrjbdc,2013-06-22 13:00:00,1348252,1687502
dpglrfyrjbdc,2013-06-22 23:00:00,846532,1687517
dvghcgyrjbfc,2013-06-23 10:30:00,1348252,1687502
qgknbgyrjbfc,2013-06-23 11:00:00,1348252,1687502
qhlnbgyrjbfc,2013-06-23 11:00:00,1348252,1687502
dfxkcgyrjbfc,2013-06-23 11:00:00,1348252,1687502
qxjcdgyrjbfc,2013-06-23 12:00:00,1348252,1687502
qnmnbgyrjbfc,2013-06-23 12:00:00,1348252,1687502
dccksfyrjbfc,2013-06-23 13:00:00,1348252,1687502
qzjgpyrjbfc,2013-06-23 13:00:00,1348252,1687502
dfxkcgyrjbhc,2013-06-25 11:00:00,1348252,1687502
qzjgpyrjbhc,2013-06-25 13:00:00,1348252,1687502
dfxkcgyrjbjc,2013-06-26 11:00:00,1348252,1687502
qzjgpyrjbjc,2013-06-26 13:00:00,1348252,1687502
dmknbgyrjbmc,2013-06-29 10:00:00,1348252,1687502
dvhnbgyrjbmc,2013-06-29 10:00:00,1348252,1687502
dvghcgyrjbmc,2013-06-29 10:30:00,1348252,1687502
qhlnbgyrjbmc,2013-06-29 11:00:00,1348252,1687502
dfxkcgyrjbmc,2013-06-29 11:00:00,1348252,1687502
qnmnbgyrjbmc,2013-06-29 12:00:00,1348252,1687502
qxjcdgyrjbmc,2013-06-29 12:00:00,1348252,1687502
dccksfyrjbmc,2013-06-29 13:00:00,1348252,1687502
dvhnbgyrjbnc,2013-06-30 10:00:00,1348252,1687502
qhlnbgyrjbnc,2013-06-30 11:00:00,1348252,1687502
qxjcdgyrjbnc,2013-06-30 12:00:00,1348252,1687502
qnmnbgyrjbnc,2013-06-30 12:00:00,1348252,1687502
dccksfyrjbnc,2013-06-30 13:00:00,1348252,1687502
qzjgpyrjbnc,2013-06-30 13:00:00,1348252,1687502
qwzgwfyrjbnc,2013-06-30 15:00:00,1203070,1687517
dfxkcgyrkbdb,2013-07-02 11:00:00,1348252,1687502
qzjgpyrkbdb,2013-07-02 13:00:00,1348252,1687502
dfxkcgyrkbfb,2013-07-03 11:00:00,1348252,1687502
qzjgpyrkbfb,2013-07-03 13:00:00,1348252,1687502
dfxkcgyrkbgb,2013-07-04 11:00:00,1348252,1687502
dfxkcgyrkbhb,2013-07-05 11:00:00,1348252,1687502
dvghcgyrkbjb,2013-07-06 10:30:00,1348252,1687502
qhlnbgyrkbjb,2013-07-06 11:00:00,1348252,1687502
qxjcdgyrkbjb,2013-07-06 12:00:00,1348252,1687502
dccksfyrkbjb,2013-07-06 13:00:00,1348252,1687502
dvghcgyrkbkb,2013-07-07 10:30:00,1348252,1687502
qgknbgyrkbkb,2013-07-07 11:00:00,1348252,1687502
qhlnbgyrkbkb,2013-07-07 11:00:00,1348252,1687502
dfxkcgyrkbkb,2013-07-07 11:00:00,1348252,1687502
qxjcdgyrkbkb,2013-07-07 12:00:00,1348252,1687502
qnmnbgyrkbkb,2013-07-07 12:00:00,1348252,1687502
dccksfyrkbkb,2013-07-07 13:00:00,1348252,1687502
qzjgpyrkbkb,2013-07-07 13:00:00,1348252,1687502
dfxkcgyrkbmb,2013-07-09 11:00:00,1348252,1687502
qzjgpyrkbmb,2013-07-09 13:00:00,1348252,1687502
qlldjgyrkbnb,2013-07-10 11:00:00,1348252,1687502
dfxkcgyrkbnb,2013-07-10 11:00:00,1348252,1687502
dczsggyrkbnb,2013-07-10 12:00:00,1348252,1687502
qzjgpyrkbnb,2013-07-10 13:00:00,1348252,1687502
dfxkcgyrkbpb,2013-07-11 11:00:00,1348252,1687502
dczsggyrkbpb,2013-07-11 12:00:00,1348252,1687502
qbwsggyrkbrb,2013-07-13 12:00:00,1348252,1687502
cglfpyrkbpb,2013-07-11 14:30:00,14058052,1687228
dfxkcgyrkbqb,2013-07-12 11:00:00,1348252,1687502
dczsggyrkbqb,2013-07-12 12:00:00,1348252,1687502
dvhnbgyrkbrb,2013-07-13 10:00:00,1348252,1687502
dmknbgyrkbrb,2013-07-13 10:00:00,1348252,1687502
dvghcgyrkbrb,2013-07-13 10:30:00,1348252,1687502
dfxkcgyrkbrb,2013-07-13 11:00:00,1348252,1687502
qhlnbgyrkbrb,2013-07-13 11:00:00,1348252,1687502
qxjcdgyrkbrb,2013-07-13 12:00:00,1348252,1687502
qnmnbgyrkbrb,2013-07-13 12:00:00,1348252,1687502
dczsggyrkbrb,2013-07-13 12:00:00,1348252,1687502
dccksfyrkbrb,2013-07-13 13:00:00,1348252,1687502
qfwsggyrkbsb,2013-07-14 08:00:00,1348252,1687502
dmknbgyrkbsb,2013-07-14 10:00:00,1348252,1687502
dvhnbgyrkbsb,2013-07-14 10:00:00,1348252,1687502
dvghcgyrkbsb,2013-07-14 10:30:00,1348252,1687502
dfxkcgyrkbsb,2013-07-14 11:00:00,1348252,1687502
qhlnbgyrkbsb,2013-07-14 11:00:00,1348252,1687502
qxjcdgyrkbsb,2013-07-14 12:00:00,1348252,1687502
qbwsggyrkbsb,2013-07-14 12:00:00,1348252,1687502
qzjgpyrkbsb,2013-07-14 13:00:00,1348252,1687502
dccksfyrkbsb,2013-07-14 13:00:00,1348252,1687502
qwzgwfyrkbsb,2013-07-14 15:00:00,1203070,1687517
dfxkcgyrkbvb,2013-07-16 11:00:00,1348252,1687502
qbwsggyrkbvb,2013-07-16 12:00:00,1348252,1687502
qzjgpyrkbvb,2013-07-16 13:00:00,1348252,1687502
dfxkcgyrkbwb,2013-07-17 11:00:00,1348252,1687502
dczsggyrkbwb,2013-07-17 12:00:00,1348252,1687502
qbwsggyrkbwb,2013-07-17 12:00:00,1348252,1687502
qzjgpyrkbwb,2013-07-17 13:00:00,1348252,1687502
dfxkcgyrkbxb,2013-07-18 11:00:00,1348252,1687502
qbwsggyrkbxb,2013-07-18 12:00:00,1348252,1687502
dczsggyrkbxb,2013-07-18 12:00:00,1348252,1687502
dfxkcgyrkbzb,2013-07-19 11:00:00,1348252,1687502
qbwsggyrkbzb,2013-07-19 12:00:00,1348252,1687502
dczsggyrkbzb,2013-07-19 12:00:00,1348252,1687502
qfwsggyrkbbc,2013-07-20 08:00:00,1348252,1687502
dvghcgyrkbbc,2013-07-20 10:30:00,1348252,1687502
qgknbgyrkbbc,2013-07-20 11:00:00,1348252,1687502
qhlnbgyrkbbc,2013-07-20 11:00:00,1348252,1687502
dfxkcgyrkbbc,2013-07-20 11:00:00,1348252,1687502
qnmnbgyrkbbc,2013-07-20 12:00:00,1348252,1687502
qbwsggyrkbbc,2013-07-20 12:00:00,1348252,1687502
dczsggyrkbbc,2013-07-20 12:00:00,1348252,1687502
qxjcdgyrkbbc,2013-07-20 12:00:00,1348252,1687502
dccksfyrkbbc,2013-07-20 13:00:00,1348252,1687502
dpglrfyrkbbc,2013-07-20 23:00:00,846532,1687517
qfwsggyrkbcc,2013-07-21 08:00:00,1348252,1687502
dvghcgyrkbcc,2013-07-21 10:30:00,1348252,1687502
qgknbgyrkbcc,2013-07-21 11:00:00,1348252,1687502
dfxkcgyrkbcc,2013-07-21 11:00:00,1348252,1687502
qhlnbgyrkbcc,2013-07-21 11:00:00,1348252,1687502
qxjcdgyrkbcc,2013-07-21 12:00:00,1348252,1687502
dcnjjgyrkbcc,2013-07-21 12:00:00,1348252,1687502
qbwsggyrkbcc,2013-07-21 12:00:00,1348252,1687502
qnmnbgyrkbcc,2013-07-21 12:00:00,1348252,1687502
qzjgpyrkbcc,2013-07-21 13:00:00,1348252,1687502
dccksfyrkbcc,2013-07-21 13:00:00,1348252,1687502
dfxkcgyrkbfc,2013-07-23 11:00:00,1348252,1687502
qbwsggyrkbfc,2013-07-23 12:00:00,1348252,1687502
qzjgpyrkbfc,2013-07-23 13:00:00,1348252,1687502
dfxkcgyrkbgc,2013-07-24 11:00:00,1348252,1687502
qbwsggyrkbgc,2013-07-24 12:00:00,1348252,1687502
qzjgpyrkbgc,2013-07-24 13:00:00,1348252,1687502
dfxkcgyrkbhc,2013-07-25 11:00:00,1348252,1687502
dczsggyrkbhc,2013-07-25 12:00:00,1348252,1687502
qbwsggyrkbhc,2013-07-25 12:00:00,1348252,1687502
dfxkcgyrkbjc,2013-07-26 11:00:00,1348252,1687502
dczsggyrkbjc,2013-07-26 12:00:00,1348252,1687502
qbwsggyrkbjc,2013-07-26 12:00:00,1348252,1687502
qfwsggyrkbkc,2013-07-27 08:00:00,1348252,1687502
dmknbgyrkbkc,2013-07-27 10:00:00,1348252,1687502
dvhnbgyrkbkc,2013-07-27 10:00:00,1348252,1687502
qbljjgyrkbkc,2013-07-27 10:30:00,1348252,1687502
dvghcgyrkbkc,2013-07-27 10:30:00,1348252,1687502
dfxkcgyrkbkc,2013-07-27 11:00:00,1348252,1687502
dsljjgyrkbkc,2013-07-27 11:00:00,1348252,1687502
qhlnbgyrkbkc,2013-07-27 11:00:00,1348252,1687502
dcnjjgyrkbkc,2013-07-27 12:00:00,1348252,1687502
qbwsggyrkbkc,2013-07-27 12:00:00,1348252,1687502
qxjcdgyrkbkc,2013-07-27 12:00:00,1348252,1687502
dczsggyrkbkc,2013-07-27 12:00:00,1348252,1687502
qnmnbgyrkbkc,2013-07-27 12:00:00,1348252,1687502
dfxkcgyrlbjb,2013-08-06 11:00:00,1348252,1687502
dccksfyrkbkc,2013-07-27 13:00:00,1348252,1687502
qfwsggyrkblc,2013-07-28 08:00:00,1348252,1687502
dvhnbgyrkblc,2013-07-28 10:00:00,1348252,1687502
dmknbgyrkblc,2013-07-28 10:00:00,1348252,1687502
dvghcgyrkblc,2013-07-28 10:30:00,1348252,1687502
qhlnbgyrkblc,2013-07-28 11:00:00,1348252,1687502
dfxkcgyrkblc,2013-07-28 11:00:00,1348252,1687502
dsljjgyrkblc,2013-07-28 11:00:00,1348252,1687502
qxjcdgyrkblc,2013-07-28 12:00:00,1348252,1687502
qnmnbgyrkblc,2013-07-28 12:00:00,1348252,1687502
qbwsggyrkblc,2013-07-28 12:00:00,1348252,1687502
dcnjjgyrkblc,2013-07-28 12:00:00,1348252,1687502
qzjgpyrkblc,2013-07-28 13:00:00,1348252,1687502
dccksfyrkblc,2013-07-28 13:00:00,1348252,1687502
qwzgwfyrkblc,2013-07-28 15:00:00,1203070,1687517
dczsggyrkbpc,2013-07-31 12:00:00,1348252,1687502
dfxkcgyrkbnc,2013-07-30 11:00:00,1348252,1687502
qbwsggyrkbnc,2013-07-30 12:00:00,1348252,1687502
qzjgpyrkbnc,2013-07-30 13:00:00,1348252,1687502
dsljjgyrkbpc,2013-07-31 11:00:00,1348252,1687502
dfxkcgyrkbpc,2013-07-31 11:00:00,1348252,1687502
qbwsggyrkbpc,2013-07-31 12:00:00,1348252,1687502
qzjgpyrkbpc,2013-07-31 13:00:00,1348252,1687502
dfxkcgyrlbcb,2013-08-01 11:00:00,1348252,1687502
dczsggyrlbcb,2013-08-01 12:00:00,1348252,1687502
qbwsggyrlbcb,2013-08-01 12:00:00,1348252,1687502
dfxkcgyrlbdb,2013-08-02 11:00:00,1348252,1687502
qbwsggyrlbdb,2013-08-02 12:00:00,1348252,1687502
dczsggyrlbdb,2013-08-02 12:00:00,1348252,1687502
dzcvlgyrlbdb,2013-08-03 01:00:00,1361493,1686920
qfwsggyrlbfb,2013-08-03 08:00:00,1348252,1687502
dvghcgyrlbfb,2013-08-03 10:30:00,1348252,1687502
dsljjgyrlbfb,2013-08-03 11:00:00,1348252,1687502
qgknbgyrlbfb,2013-08-03 11:00:00,1348252,1687502
dfxkcgyrlbfb,2013-08-03 11:00:00,1348252,1687502
qhlnbgyrlbfb,2013-08-03 11:00:00,1348252,1687502
dcnjjgyrlbfb,2013-08-03 12:00:00,1348252,1687502
qbwsggyrlbfb,2013-08-03 12:00:00,1348252,1687502
qxjcdgyrlbfb,2013-08-03 12:00:00,1348252,1687502
qnmnbgyrlbfb,2013-08-03 12:00:00,1348252,1687502
dczsggyrlbfb,2013-08-03 12:00:00,1348252,1687502
dccksfyrlbfb,2013-08-03 13:00:00,1348252,1687502
dzcvlgyrlbfb,2013-08-04 01:00:00,1361493,1686920
qfwsggyrlbgb,2013-08-04 08:00:00,1348252,1687502
dvghcgyrlbgb,2013-08-04 10:30:00,1348252,1687502
dfxkcgyrlbgb,2013-08-04 11:00:00,1348252,1687502
qgknbgyrlbgb,2013-08-04 11:00:00,1348252,1687502
qhlnbgyrlbgb,2013-08-04 11:00:00,1348252,1687502
dcnjjgyrlbgb,2013-08-04 12:00:00,1348252,1687502
qxjcdgyrlbgb,2013-08-04 12:00:00,1348252,1687502
dtmkjgyrlbgb,2013-08-04 12:00:00,1348252,1687502
qbwsggyrlbgb,2013-08-04 12:00:00,1348252,1687502
qnmnbgyrlbgb,2013-08-04 12:00:00,1348252,1687502
qzjgpyrlbgb,2013-08-04 13:00:00,1348252,1687502
dccksfyrlbgb,2013-08-04 13:00:00,1348252,1687502
qbwsggyrlbjb,2013-08-06 12:00:00,1348252,1687502
qzjgpyrlbjb,2013-08-06 13:00:00,1348252,1687502
dfxkcgyrlbkb,2013-08-07 11:00:00,1348252,1687502
dsljjgyrlbkb,2013-08-07 11:00:00,1348252,1687502
dczsggyrlbkb,2013-08-07 12:00:00,1348252,1687502
qbwsggyrlbkb,2013-08-07 12:00:00,1348252,1687502
qzjgpyrlbkb,2013-08-07 13:00:00,1348252,1687502
qlldjgyrlblb,2013-08-08 11:00:00,1348252,1687502
dfxkcgyrlblb,2013-08-08 11:00:00,1348252,1687502
qbwsggyrlblb,2013-08-08 12:00:00,1348252,1687502
dczsggyrlblb,2013-08-08 12:00:00,1348252,1687502
dfxkcgyrlbmb,2013-08-09 11:00:00,1348252,1687502
qbwsggyrlbmb,2013-08-09 12:00:00,1348252,1687502
dczsggyrlbmb,2013-08-09 12:00:00,1348252,1687502
qfwsggyrlbnb,2013-08-10 08:00:00,1348252,1687502
dvhnbgyrlbnb,2013-08-10 10:00:00,1348252,1687502
dmknbgyrlbnb,2013-08-10 10:00:00,1348252,1687502
dvghcgyrlbnb,2013-08-10 10:30:00,1348252,1687502
qhlnbgyrlbnb,2013-08-10 11:00:00,1348252,1687502
dfxkcgyrlbnb,2013-08-10 11:00:00,1348252,1687502
dwdnlgyrlbnb,2013-08-10 12:00:00,1348252,1687502
qnmnbgyrlbnb,2013-08-10 12:00:00,1348252,1687502
dczsggyrlbnb,2013-08-10 12:00:00,1348252,1687502
qxjcdgyrlbnb,2013-08-10 12:00:00,1348252,1687502
dqqplgyrlbnb,2013-08-10 12:00:00,1348252,1687502
dcnjjgyrlbnb,2013-08-10 12:00:00,1348252,1687502
dccksfyrlbnb,2013-08-10 13:00:00,1348252,1687502
dzcvlgyrlbnb,2013-08-11 01:00:00,1361493,1686920
qfwsggyrlbpb,2013-08-11 08:00:00,1348252,1687502
ckvqryrlbpb,2013-08-11 09:00:00,1348252,1687502
dmknbgyrlbpb,2013-08-11 10:00:00,1348252,1687502
dvhnbgyrlbpb,2013-08-11 10:00:00,1348252,1687502
dvghcgyrlbpb,2013-08-11 10:30:00,1348252,1687502
qrbqlgyrlbpb,2013-08-11 10:30:00,1348252,1687502
dbfrlgyrlbpb,2013-08-11 10:30:00,1348252,1687502
qhlnbgyrlbpb,2013-08-11 11:00:00,1348252,1687502
dfxkcgyrlbpb,2013-08-11 11:00:00,1348252,1687502
qlldjgyrlbpb,2013-08-11 11:00:00,1348252,1687502
dsljjgyrlbpb,2013-08-11 11:00:00,1348252,1687502
qxjcdgyrlbpb,2013-08-11 12:00:00,1348252,1687502
qbwsggyrlbpb,2013-08-11 12:00:00,1348252,1687502
dqqplgyrlbpb,2013-08-11 12:00:00,1348252,1687502
dwdnlgyrlbpb,2013-08-11 12:00:00,1348252,1687502
qnmnbgyrlbpb,2013-08-11 12:00:00,1348252,1687502
qzjgpyrlbpb,2013-08-11 13:00:00,1348252,1687502
dccksfyrlbpb,2013-08-11 13:00:00,1348252,1687502
qwzgwfyrlbpb,2013-08-11 15:00:00,1203070,1687517
dfxkcgyrlbrb,2013-08-13 11:00:00,1348252,1687502
dqqplgyrlbrb,2013-08-13 12:00:00,1348252,1687502
qbwsggyrlbrb,2013-08-13 12:00:00,1348252,1687502
qzjgpyrlbrb,2013-08-13 13:00:00,1348252,1687502
dbfrlgyrlbsb,2013-08-14 10:30:00,1348252,1687502
djqfmgyrlbsb,2013-08-14 10:30:00,1348252,1687502
qrbqlgyrlbsb,2013-08-14 10:30:00,1348252,1687502
dsljjgyrlbsb,2013-08-14 11:00:00,1348252,1687502
dfxkcgyrlbsb,2013-08-14 11:00:00,1348252,1687502
qbwsggyrlbsb,2013-08-14 12:00:00,1348252,1687502
dczsggyrlbsb,2013-08-14 12:00:00,1348252,1687502
dqqplgyrlbsb,2013-08-14 12:00:00,1348252,1687502
qzjgpyrlbsb,2013-08-14 13:00:00,1348252,1687502
djqfmgyrlbtb,2013-08-15 10:30:00,1348252,1687502
dbfrlgyrlbtb,2013-08-15 10:30:00,1348252,1687502
dfxkcgyrlbtb,2013-08-15 11:00:00,1348252,1687502
qbwsggyrlbtb,2013-08-15 12:00:00,1348252,1687502
dczsggyrlbtb,2013-08-15 12:00:00,1348252,1687502
